contact,month,day_of_week,campaign,pdays,previous_stat,poutcome,id
telephone,jun,thu,1,999,0,nonexistent,29560
telephone,jun,mon,2,999,0,nonexistent,15276
cellular,aug,mon,10,999,0,nonexistent,26234
cellular,apr,mon,1,999,1,failure,33761
cellular,jul,wed,1,999,0,nonexistent,11343
cellular,may,wed,3,999,0,nonexistent,11862
cellular,jul,mon,8,999,0,nonexistent,1920
cellular,aug,thu,3,999,0,nonexistent,2128
cellular,apr,mon,1,999,0,nonexistent,38509
telephone,may,wed,6,999,0,nonexistent,20248
cellular,may,mon,1,999,0,nonexistent,32914
telephone,jun,thu,1,999,0,nonexistent,360
telephone,may,fri,2,999,0,nonexistent,38311
cellular,aug,thu,1,999,0,nonexistent,25805
telephone,may,wed,4,999,0,nonexistent,10963
telephone,may,mon,1,999,0,nonexistent,31979
telephone,may,fri,1,999,0,nonexistent,11144
cellular,apr,mon,2,999,0,nonexistent,32167
cellular,aug,wed,8,999,0,nonexistent,7841
telephone,may,thu,15,999,0,nonexistent,37806
cellular,nov,tue,3,999,0,nonexistent,28920
cellular,aug,mon,2,999,0,nonexistent,9427
telephone,jun,fri,5,999,0,nonexistent,10329
cellular,may,wed,3,999,0,nonexistent,18241
cellular,may,fri,3,999,0,nonexistent,15931
cellular,apr,thu,1,999,0,nonexistent,8182
telephone,jun,tue,3,999,0,nonexistent,24074
cellular,may,thu,3,999,1,failure,33879
telephone,may,tue,2,999,0,nonexistent,9927
cellular,aug,thu,3,999,0,nonexistent,24295
telephone,jul,mon,2,999,0,nonexistent,33733
telephone,may,wed,1,999,0,nonexistent,35651
cellular,apr,mon,3,999,0,nonexistent,7731
telephone,jul,wed,7,999,0,nonexistent,37057
cellular,may,thu,2,999,1,failure,4026
telephone,jun,thu,3,999,0,nonexistent,3921
telephone,may,wed,1,999,0,nonexistent,3167
telephone,may,mon,4,999,0,nonexistent,26454
cellular,jul,mon,1,999,0,nonexistent,30819
telephone,may,tue,2,999,0,nonexistent,30044
telephone,may,mon,1,999,0,nonexistent,40734
telephone,jun,tue,4,999,0,nonexistent,6578
telephone,jun,fri,1,999,0,nonexistent,39684
cellular,may,wed,2,999,1,failure,20112
cellular,mar,mon,2,999,1,failure,39946
telephone,jun,tue,2,999,0,nonexistent,18774
cellular,jul,tue,2,999,0,nonexistent,29537
cellular,jul,fri,1,999,0,nonexistent,2876
telephone,jun,mon,2,999,0,nonexistent,29892
telephone,may,wed,1,999,0,nonexistent,28864
cellular,mar,tue,4,999,0,nonexistent,32622
cellular,nov,fri,9,999,0,nonexistent,5635
cellular,apr,mon,1,999,0,nonexistent,33662
telephone,jun,thu,1,999,0,nonexistent,25958
cellular,may,mon,5,999,0,nonexistent,18121
cellular,oct,mon,1,999,0,nonexistent,23036
cellular,apr,mon,1,999,0,nonexistent,40839
cellular,jul,mon,3,999,0,nonexistent,16097
cellular,nov,fri,1,999,0,nonexistent,19686
cellular,apr,mon,1,999,0,nonexistent,7743
telephone,jun,fri,2,999,0,nonexistent,28383
cellular,apr,fri,1,999,0,nonexistent,6323
telephone,apr,mon,12,999,0,nonexistent,20505
telephone,jul,thu,6,999,0,nonexistent,29690
telephone,may,wed,2,999,0,nonexistent,32316
cellular,may,mon,2,999,0,nonexistent,37591
cellular,may,wed,4,999,0,nonexistent,708
cellular,may,thu,2,999,1,failure,32569
cellular,nov,mon,1,999,0,nonexistent,30673
telephone,may,wed,1,999,0,nonexistent,27206
cellular,nov,mon,1,999,0,nonexistent,26246
cellular,may,wed,7,999,1,failure,17775
cellular,nov,tue,2,3,3,success,16609
cellular,jul,tue,1,999,0,nonexistent,13299
cellular,mar,thu,1,999,0,nonexistent,20486
telephone,nov,wed,4,999,0,nonexistent,13487
telephone,jun,mon,3,999,0,nonexistent,29349
cellular,sep,fri,2,999,1,failure,9902
cellular,jul,thu,2,999,0,nonexistent,39455
telephone,aug,thu,3,999,0,nonexistent,11975
cellular,jul,wed,2,999,0,nonexistent,8489
cellular,nov,fri,1,999,0,nonexistent,2129
cellular,may,wed,3,999,1,failure,27144
cellular,jul,tue,4,999,0,nonexistent,25454
cellular,sep,thu,1,3,1,success,5100
telephone,may,fri,2,999,0,nonexistent,34273
cellular,aug,thu,1,999,0,nonexistent,4606
cellular,may,wed,1,10,1,success,29798
telephone,may,tue,1,999,0,nonexistent,25913
cellular,may,fri,1,999,1,failure,17053
cellular,may,fri,3,999,0,nonexistent,6635
cellular,jul,tue,3,999,0,nonexistent,12259
cellular,sep,mon,7,999,0,nonexistent,36133
telephone,may,mon,2,999,0,nonexistent,22075
telephone,may,wed,2,999,0,nonexistent,33447
cellular,jul,fri,1,999,0,nonexistent,14167
cellular,nov,thu,3,999,0,nonexistent,6042
cellular,jul,thu,1,999,0,nonexistent,35460
cellular,sep,thu,1,999,1,failure,31370
telephone,jul,wed,1,999,0,nonexistent,5199
cellular,may,thu,3,3,5,success,14750
cellular,aug,tue,2,999,0,nonexistent,37405
cellular,mar,mon,1,3,1,success,38078
telephone,jun,mon,1,999,0,nonexistent,29565
cellular,apr,fri,1,999,0,nonexistent,15348
cellular,may,tue,1,999,1,failure,3182
cellular,aug,fri,3,999,0,nonexistent,6450
telephone,may,wed,1,999,0,nonexistent,15113
telephone,jun,thu,1,999,0,nonexistent,9640
cellular,jul,fri,1,999,0,nonexistent,36607
cellular,nov,thu,1,999,1,failure,28469
cellular,mar,mon,1,999,0,nonexistent,9611
cellular,may,tue,1,999,0,nonexistent,19485
cellular,nov,tue,2,999,0,nonexistent,3461
cellular,aug,mon,1,999,0,nonexistent,34858
telephone,jun,wed,2,999,0,nonexistent,703
cellular,nov,fri,2,999,1,failure,17911
cellular,jul,thu,3,999,0,nonexistent,37153
cellular,apr,fri,2,999,0,nonexistent,18077
cellular,nov,mon,2,999,0,nonexistent,9598
cellular,aug,thu,6,999,0,nonexistent,12053
cellular,may,thu,2,999,1,failure,15662
cellular,may,fri,1,3,1,success,31189
cellular,may,fri,3,999,1,failure,12043
cellular,aug,wed,1,999,0,nonexistent,36343
cellular,may,tue,1,999,0,nonexistent,4314
telephone,may,mon,6,999,0,nonexistent,3799
cellular,may,mon,6,999,0,nonexistent,32162
cellular,nov,tue,1,999,0,nonexistent,29571
cellular,may,wed,1,999,0,nonexistent,19407
cellular,apr,fri,2,999,1,failure,33450
cellular,may,fri,1,999,1,failure,14110
cellular,jul,mon,6,999,0,nonexistent,13081
telephone,may,thu,1,999,0,nonexistent,33523
cellular,may,fri,4,3,1,success,17557
cellular,jun,wed,1,999,0,nonexistent,15350
cellular,nov,mon,2,999,1,failure,31225
cellular,nov,thu,2,999,0,nonexistent,39990
cellular,aug,tue,1,999,0,nonexistent,5686
cellular,nov,mon,1,999,1,failure,10172
cellular,aug,mon,1,999,0,nonexistent,6490
cellular,aug,fri,1,6,2,failure,30138
cellular,may,fri,1,999,0,nonexistent,11097
telephone,may,tue,2,999,0,nonexistent,21095
telephone,may,mon,3,999,0,nonexistent,30776
telephone,jun,thu,1,999,0,nonexistent,1311
telephone,dec,thu,1,999,0,nonexistent,13377
cellular,nov,tue,2,999,0,nonexistent,36266
cellular,jul,mon,5,999,0,nonexistent,16641
telephone,jun,fri,3,999,0,nonexistent,2814
cellular,jul,wed,1,999,0,nonexistent,13908
telephone,jun,mon,2,999,0,nonexistent,24706
cellular,aug,thu,4,999,0,nonexistent,38114
telephone,jun,mon,4,999,0,nonexistent,16016
cellular,may,wed,1,999,0,nonexistent,32547
telephone,may,wed,1,999,0,nonexistent,33247
telephone,may,tue,1,999,0,nonexistent,31190
cellular,jul,mon,10,999,0,nonexistent,3402
telephone,may,fri,2,999,0,nonexistent,10992
telephone,may,wed,2,999,0,nonexistent,37802
cellular,aug,tue,6,999,0,nonexistent,3277
cellular,may,wed,2,999,1,failure,18674
cellular,aug,thu,1,999,0,nonexistent,7370
telephone,may,wed,1,999,0,nonexistent,25658
cellular,mar,tue,2,5,1,success,20612
cellular,aug,mon,1,999,0,nonexistent,22764
cellular,may,fri,2,999,1,failure,31180
telephone,jun,mon,2,999,0,nonexistent,6325
cellular,aug,wed,1,999,0,nonexistent,23720
telephone,may,mon,1,999,0,nonexistent,7265
cellular,jul,tue,4,999,0,nonexistent,23949
telephone,may,fri,1,999,0,nonexistent,20389
cellular,jul,mon,4,999,0,nonexistent,34436
cellular,aug,mon,2,999,0,nonexistent,13292
cellular,jul,tue,4,999,0,nonexistent,36932
cellular,nov,fri,1,999,0,nonexistent,5013
cellular,jul,mon,2,999,0,nonexistent,24049
cellular,aug,thu,1,999,0,nonexistent,26710
cellular,jul,wed,1,999,0,nonexistent,15288
telephone,dec,wed,1,999,0,nonexistent,23913
cellular,may,mon,5,999,0,nonexistent,1566
telephone,may,thu,1,999,0,nonexistent,6054
cellular,may,tue,1,999,1,failure,8057
telephone,may,tue,2,999,0,nonexistent,31008
telephone,may,wed,12,999,0,nonexistent,5981
cellular,jul,fri,5,4,2,success,40282
cellular,nov,fri,1,999,0,nonexistent,36345
telephone,jun,thu,3,999,0,nonexistent,19568
cellular,jul,wed,2,999,0,nonexistent,23094
cellular,nov,wed,2,999,0,nonexistent,24696
cellular,may,wed,2,999,0,nonexistent,26927
telephone,may,fri,3,999,0,nonexistent,22554
cellular,aug,fri,5,999,0,nonexistent,8155
telephone,may,tue,1,999,0,nonexistent,20546
cellular,aug,wed,5,999,0,nonexistent,27655
telephone,may,thu,1,999,0,nonexistent,38568
telephone,may,thu,2,999,0,nonexistent,35348
telephone,jul,tue,5,999,0,nonexistent,40500
telephone,may,tue,1,999,0,nonexistent,18702
telephone,jun,wed,2,999,0,nonexistent,39964
cellular,may,wed,1,999,1,failure,31657
telephone,may,fri,4,999,0,nonexistent,23296
telephone,may,thu,1,999,0,nonexistent,40494
cellular,may,thu,3,999,0,nonexistent,34407
cellular,may,tue,1,11,1,success,39697
cellular,jun,tue,2,3,1,success,19676
cellular,may,wed,1,999,1,failure,17469
cellular,jul,tue,2,999,0,nonexistent,19466
cellular,jul,tue,3,999,0,nonexistent,1377
cellular,jul,mon,5,999,0,nonexistent,28100
telephone,may,thu,5,999,1,failure,31263
cellular,may,tue,2,999,0,nonexistent,17794
telephone,may,wed,2,999,0,nonexistent,35944
cellular,jul,mon,2,999,0,nonexistent,6944
cellular,aug,thu,3,999,0,nonexistent,21068
telephone,may,thu,2,999,0,nonexistent,21693
cellular,apr,mon,2,999,0,nonexistent,28723
telephone,may,mon,4,999,0,nonexistent,5729
cellular,apr,tue,2,999,0,nonexistent,3354
telephone,apr,wed,3,999,1,failure,5271
cellular,may,wed,2,999,1,failure,7960
cellular,apr,wed,2,999,0,nonexistent,38941
cellular,jul,thu,33,999,0,nonexistent,24550
cellular,aug,wed,1,999,0,nonexistent,29622
telephone,may,fri,1,999,0,nonexistent,23983
cellular,may,wed,2,999,0,nonexistent,2581
cellular,jun,wed,3,999,0,nonexistent,3711
cellular,nov,tue,2,999,0,nonexistent,13929
telephone,may,fri,3,999,0,nonexistent,33589
cellular,jul,fri,4,999,0,nonexistent,22350
telephone,may,mon,2,999,0,nonexistent,36423
cellular,nov,tue,1,999,0,nonexistent,20706
cellular,apr,mon,2,999,1,failure,31799
telephone,jun,mon,4,999,0,nonexistent,19920
telephone,may,thu,1,999,0,nonexistent,34565
cellular,jul,mon,1,999,0,nonexistent,6718
telephone,may,mon,2,999,0,nonexistent,5166
telephone,may,tue,2,999,0,nonexistent,39718
cellular,aug,fri,2,999,0,nonexistent,26167
cellular,may,fri,1,999,1,failure,12882
cellular,nov,mon,1,999,0,nonexistent,15254
telephone,may,wed,1,999,0,nonexistent,22211
cellular,jul,wed,1,999,0,nonexistent,20837
telephone,jun,tue,10,999,0,nonexistent,6053
telephone,may,fri,9,999,0,nonexistent,8324
cellular,nov,mon,1,999,0,nonexistent,30878
telephone,may,fri,3,999,0,nonexistent,1838
cellular,apr,thu,2,999,0,nonexistent,23671
cellular,aug,tue,2,999,1,failure,40666
cellular,sep,thu,1,999,1,failure,26593
telephone,may,tue,1,999,0,nonexistent,18556
cellular,jul,mon,4,999,0,nonexistent,5019
cellular,apr,fri,1,999,0,nonexistent,25462
telephone,may,wed,2,999,0,nonexistent,29806
telephone,jun,mon,2,999,0,nonexistent,39299
telephone,may,mon,10,999,0,nonexistent,34413
telephone,jun,fri,2,999,0,nonexistent,27239
telephone,may,tue,1,999,0,nonexistent,34324
telephone,may,thu,1,999,0,nonexistent,25835
telephone,may,tue,4,999,0,nonexistent,373
cellular,mar,tue,2,999,1,failure,2370
telephone,nov,thu,3,999,0,nonexistent,30280
telephone,apr,tue,3,999,0,nonexistent,4386
cellular,apr,fri,3,999,0,nonexistent,27341
cellular,jul,tue,13,999,0,nonexistent,14102
telephone,may,tue,1,999,0,nonexistent,39952
cellular,apr,wed,3,999,0,nonexistent,22483
telephone,jun,tue,1,999,0,nonexistent,892
cellular,may,wed,7,999,1,failure,31932
telephone,may,fri,1,999,0,nonexistent,9501
cellular,may,mon,6,999,0,nonexistent,36407
cellular,jul,mon,3,999,0,nonexistent,30258
cellular,nov,tue,1,999,0,nonexistent,30898
cellular,jul,thu,1,999,0,nonexistent,12922
cellular,apr,thu,1,999,0,nonexistent,40633
telephone,may,thu,1,999,0,nonexistent,16734
cellular,aug,fri,2,999,0,nonexistent,29589
cellular,jul,mon,1,6,2,success,11103
telephone,may,thu,2,999,0,nonexistent,14673
telephone,jun,wed,8,999,0,nonexistent,18781
cellular,may,mon,6,999,0,nonexistent,14106
telephone,may,mon,1,999,0,nonexistent,17280
cellular,jul,wed,1,999,0,nonexistent,40232
cellular,may,wed,1,999,0,nonexistent,9936
telephone,may,mon,1,999,0,nonexistent,37352
telephone,may,mon,1,999,0,nonexistent,20352
cellular,nov,tue,2,7,1,success,13189
cellular,jul,fri,5,999,0,nonexistent,25487
telephone,jun,thu,1,999,0,nonexistent,4007
cellular,may,mon,3,999,0,nonexistent,25914
cellular,may,thu,1,999,0,nonexistent,3193
telephone,may,thu,3,999,0,nonexistent,41152
cellular,jul,thu,1,999,0,nonexistent,20250
cellular,jul,thu,1,999,0,nonexistent,15829
cellular,aug,mon,2,999,0,nonexistent,16826
telephone,nov,mon,3,999,0,nonexistent,12338
cellular,may,mon,5,999,0,nonexistent,33439
cellular,may,tue,2,999,0,nonexistent,30329
cellular,aug,fri,1,999,0,nonexistent,10470
cellular,may,thu,2,999,0,nonexistent,1665
cellular,apr,mon,2,999,0,nonexistent,6380
telephone,may,tue,1,999,0,nonexistent,24937
cellular,apr,mon,4,999,0,nonexistent,9143
telephone,oct,fri,1,999,0,nonexistent,27726
cellular,aug,mon,2,999,0,nonexistent,6960
cellular,jul,mon,2,999,0,nonexistent,18948
cellular,may,tue,1,999,0,nonexistent,32719
telephone,jun,mon,3,999,0,nonexistent,17089
cellular,nov,thu,2,999,0,nonexistent,25357
cellular,may,wed,5,999,1,failure,27090
cellular,may,wed,1,6,2,success,10375
cellular,jul,wed,1,999,0,nonexistent,9970
cellular,may,wed,1,999,0,nonexistent,10721
cellular,may,fri,1,999,1,failure,38126
telephone,jun,thu,2,999,0,nonexistent,24038
cellular,nov,tue,3,7,3,failure,39014
telephone,jun,mon,4,999,0,nonexistent,27942
telephone,aug,fri,1,999,0,nonexistent,29483
cellular,may,fri,3,999,0,nonexistent,39150
cellular,may,wed,2,999,0,nonexistent,38696
cellular,may,thu,2,999,0,nonexistent,19320
cellular,aug,thu,5,999,0,nonexistent,10413
cellular,jul,thu,3,999,0,nonexistent,39554
cellular,may,mon,1,999,0,nonexistent,20377
cellular,jul,tue,4,999,0,nonexistent,32491
cellular,may,thu,3,999,0,nonexistent,8909
cellular,jul,mon,2,999,0,nonexistent,11317
cellular,jul,wed,1,999,0,nonexistent,19640
telephone,may,fri,1,999,0,nonexistent,13153
cellular,jul,mon,3,999,0,nonexistent,32921
cellular,jun,mon,1,999,1,failure,2724
cellular,dec,thu,1,999,0,nonexistent,2204
telephone,jun,wed,1,999,0,nonexistent,40163
telephone,jun,tue,3,999,0,nonexistent,35475
telephone,may,mon,7,999,0,nonexistent,507
telephone,may,fri,2,999,0,nonexistent,8604
cellular,jul,tue,1,999,0,nonexistent,37393
cellular,aug,wed,1,999,0,nonexistent,37427
cellular,jul,tue,2,999,0,nonexistent,15553
cellular,jul,thu,4,999,0,nonexistent,4677
cellular,may,thu,1,999,0,nonexistent,25789
telephone,may,thu,1,999,0,nonexistent,7483
cellular,nov,thu,2,999,0,nonexistent,34783
cellular,apr,mon,5,999,0,nonexistent,23384
cellular,nov,wed,1,999,0,nonexistent,21788
telephone,may,mon,1,999,0,nonexistent,995
cellular,apr,thu,1,999,0,nonexistent,1577
cellular,may,wed,5,999,0,nonexistent,36069
telephone,jun,wed,3,999,0,nonexistent,21187
cellular,apr,thu,2,999,0,nonexistent,12052
cellular,aug,tue,3,999,0,nonexistent,37583
cellular,aug,wed,2,999,0,nonexistent,15849
cellular,apr,mon,4,999,0,nonexistent,27893
cellular,aug,fri,1,999,0,nonexistent,25188
cellular,apr,wed,3,999,0,nonexistent,32254
cellular,apr,mon,1,999,0,nonexistent,35529
telephone,jun,fri,2,999,0,nonexistent,11503
telephone,may,mon,3,999,0,nonexistent,3535
telephone,jun,mon,2,999,0,nonexistent,18479
telephone,aug,wed,1,999,0,nonexistent,347
cellular,apr,fri,1,999,1,failure,12706
telephone,jun,fri,3,999,0,nonexistent,32747
telephone,jun,mon,2,999,0,nonexistent,6888
cellular,aug,thu,5,999,0,nonexistent,21937
telephone,may,fri,2,999,0,nonexistent,8657
cellular,aug,thu,2,999,0,nonexistent,25891
telephone,jun,mon,5,999,0,nonexistent,33952
telephone,oct,mon,1,999,0,nonexistent,10088
cellular,may,tue,2,999,0,nonexistent,23992
cellular,may,mon,2,999,0,nonexistent,32393
cellular,aug,fri,1,999,0,nonexistent,6707
cellular,aug,thu,9,999,0,nonexistent,37316
cellular,apr,mon,3,999,0,nonexistent,20363
cellular,may,tue,2,999,1,failure,10991
telephone,may,fri,3,999,0,nonexistent,25583
cellular,jul,mon,2,999,0,nonexistent,21351
cellular,apr,fri,1,999,0,nonexistent,11413
cellular,aug,thu,1,999,0,nonexistent,30729
cellular,may,wed,1,999,0,nonexistent,36134
cellular,apr,wed,1,999,0,nonexistent,19276
telephone,jun,wed,4,999,0,nonexistent,53
cellular,jul,wed,1,999,0,nonexistent,23516
cellular,may,tue,1,999,0,nonexistent,24333
cellular,aug,fri,4,999,0,nonexistent,21319
telephone,jun,thu,2,999,0,nonexistent,14415
telephone,may,tue,2,999,0,nonexistent,2035
cellular,jul,tue,4,999,0,nonexistent,24917
cellular,jul,mon,2,999,0,nonexistent,35496
telephone,jul,wed,4,999,0,nonexistent,37221
cellular,jul,tue,2,999,0,nonexistent,38694
telephone,sep,tue,2,999,0,nonexistent,18462
cellular,nov,thu,2,999,0,nonexistent,30026
cellular,jul,thu,1,999,0,nonexistent,32496
cellular,nov,fri,2,999,0,nonexistent,18933
cellular,nov,mon,1,999,0,nonexistent,26293
telephone,apr,fri,1,999,0,nonexistent,28255
cellular,aug,wed,1,999,0,nonexistent,31871
telephone,may,thu,2,999,0,nonexistent,34236
cellular,jul,thu,2,999,0,nonexistent,21285
telephone,may,thu,7,999,0,nonexistent,11909
telephone,may,fri,1,999,0,nonexistent,33334
cellular,apr,thu,2,999,1,failure,29040
telephone,may,wed,1,999,0,nonexistent,38309
cellular,nov,tue,3,999,0,nonexistent,38674
telephone,jul,tue,3,999,0,nonexistent,8546
cellular,aug,mon,1,999,0,nonexistent,31312
cellular,jul,mon,2,999,0,nonexistent,258
cellular,mar,thu,1,999,0,nonexistent,20485
telephone,may,mon,2,999,0,nonexistent,15750
telephone,jun,fri,1,999,0,nonexistent,483
cellular,jul,tue,4,999,0,nonexistent,18760
cellular,aug,fri,3,999,0,nonexistent,12797
cellular,may,tue,1,999,0,nonexistent,18198
telephone,jul,wed,2,999,0,nonexistent,20920
cellular,may,tue,1,999,0,nonexistent,4064
cellular,aug,fri,4,999,0,nonexistent,22064
cellular,jul,tue,2,999,0,nonexistent,478
cellular,aug,fri,1,999,0,nonexistent,8863
telephone,jun,tue,2,999,0,nonexistent,22282
cellular,mar,mon,1,999,0,nonexistent,83
telephone,may,tue,1,999,0,nonexistent,22687
telephone,may,wed,1,999,0,nonexistent,31834
cellular,aug,wed,1,999,0,nonexistent,21726
cellular,nov,thu,2,999,0,nonexistent,16837
telephone,may,fri,4,999,0,nonexistent,13207
cellular,may,wed,1,999,0,nonexistent,12889
cellular,may,wed,2,999,0,nonexistent,33544
telephone,jun,wed,1,999,0,nonexistent,32709
cellular,aug,thu,1,999,0,nonexistent,16867
telephone,may,wed,1,999,0,nonexistent,14210
cellular,nov,tue,2,999,1,failure,15137
telephone,may,thu,2,999,0,nonexistent,14262
cellular,aug,tue,1,6,2,success,40015
cellular,aug,fri,1,999,0,nonexistent,5873
telephone,jul,tue,1,999,0,nonexistent,26020
cellular,apr,fri,2,999,0,nonexistent,22971
cellular,aug,wed,1,999,0,nonexistent,40026
cellular,aug,tue,1,999,0,nonexistent,26103
telephone,jul,wed,1,999,0,nonexistent,33574
telephone,jun,wed,5,999,0,nonexistent,29299
cellular,aug,fri,15,999,0,nonexistent,23721
cellular,may,fri,2,999,0,nonexistent,12389
telephone,may,fri,1,999,0,nonexistent,26223
telephone,may,fri,1,999,0,nonexistent,3689
telephone,may,wed,2,999,0,nonexistent,29442
cellular,aug,tue,1,999,0,nonexistent,2842
telephone,jun,wed,2,3,1,success,36684
cellular,may,tue,3,999,1,failure,37597
cellular,may,fri,3,999,0,nonexistent,19503
telephone,nov,tue,2,999,0,nonexistent,11475
telephone,may,fri,3,999,0,nonexistent,36151
telephone,may,mon,2,999,1,failure,33724
telephone,may,thu,1,999,0,nonexistent,26447
cellular,jul,tue,1,999,0,nonexistent,37451
cellular,nov,tue,1,999,0,nonexistent,13074
cellular,nov,fri,1,999,0,nonexistent,21345
cellular,jul,mon,3,999,0,nonexistent,10851
cellular,jul,tue,2,999,0,nonexistent,36463
telephone,may,thu,2,999,0,nonexistent,15271
cellular,aug,thu,6,3,1,success,3141
telephone,jun,mon,1,999,0,nonexistent,3539
telephone,may,tue,1,999,0,nonexistent,12040
cellular,sep,fri,1,999,0,nonexistent,18941
cellular,jul,thu,6,999,0,nonexistent,25824
cellular,may,thu,1,999,0,nonexistent,9000
cellular,aug,wed,1,999,0,nonexistent,23778
cellular,jul,tue,5,999,0,nonexistent,19901
telephone,may,wed,1,999,0,nonexistent,10867
telephone,may,wed,2,999,0,nonexistent,36515
cellular,may,wed,2,999,1,failure,173
cellular,jun,wed,1,999,0,nonexistent,7485
telephone,may,wed,2,999,0,nonexistent,23069
cellular,jul,thu,2,999,0,nonexistent,17955
cellular,may,tue,4,999,2,failure,17735
cellular,may,fri,2,999,0,nonexistent,10206
cellular,aug,fri,2,999,0,nonexistent,927
telephone,nov,wed,1,999,0,nonexistent,27340
telephone,jun,fri,3,999,0,nonexistent,27564
cellular,apr,wed,1,999,0,nonexistent,28513
cellular,nov,wed,1,999,0,nonexistent,12600
cellular,jul,mon,3,999,0,nonexistent,7816
cellular,jul,mon,2,999,0,nonexistent,24453
telephone,may,wed,1,999,0,nonexistent,371
